article_id,headline,section,author,published_at,primary_channel,word_count,is_premium
100592,Elections sets new agenda,Media,Avery Stone,2026-06-08 10:04:00,social,685,true
100593,Elections faces fresh scrutiny,Entertainment,Jamie Lee,2026-06-09 11:11:00,newsletter,1115,false
100594,Football finds a wider audience,News,Morgan Patel,2026-06-10 12:18:00,search,1392,false
100595,Markets faces fresh scrutiny,Culture,Riley Brooks,2026-06-11 13:25:00,social,1344,true
100596,Transport draws record interest,Business,Taylor Morgan,2026-06-12 14:32:00,newsletter,1342,true
100597,Restaurants sparks local debate,Sports,Casey Reed,2026-06-13 15:39:00,search,1523,false
100598,Transport sparks local debate,Media,Jordan Quinn,2026-06-14 16:46:00,social,2232,true
100599,Streaming signals cautious optimism,Entertainment,Sam Rivera,2026-06-15 17:53:00,newsletter,1145,false
100600,Theatre sets new agenda,News,Avery Stone,2026-06-16 06:00:00,search,2045,true
100601,Football faces fresh scrutiny,Culture,Jamie Lee,2026-06-17 07:07:00,social,1495,false
100602,Transport finds a wider audience,Business,Morgan Patel,2026-06-18 08:14:00,newsletter,1494,true
100603,Theatre sets new agenda,Sports,Riley Brooks,2026-06-19 09:21:00,search,1169,false
100604,Football draws record interest,Media,Taylor Morgan,2026-06-20 10:28:00,social,660,true
100605,Football sets new agenda,Entertainment,Casey Reed,2026-06-21 11:35:00,newsletter,854,true
100606,Football finds a wider audience,News,Jordan Quinn,2026-06-22 12:42:00,search,763,false
100607,Transport draws record interest,Culture,Sam Rivera,2026-06-23 13:49:00,social,2398,false
100608,Startups sparks local debate,Business,Avery Stone,2026-06-24 14:56:00,newsletter,1995,true
100609,Restaurants finds a wider audience,Sports,Jamie Lee,2026-06-25 15:03:00,search,1369,false
100610,Restaurants signals cautious optimism,Media,Morgan Patel,2026-06-26 16:10:00,social,1751,true
100611,Restaurants sets new agenda,Entertainment,Riley Brooks,2026-06-27 17:17:00,newsletter,2219,false
100612,Markets draws record interest,News,Taylor Morgan,2026-06-28 06:24:00,search,1350,false
100613,Transport sparks local debate,Culture,Casey Reed,2026-06-29 07:31:00,social,1355,false
100614,Streaming sets new agenda,Business,Jordan Quinn,2026-06-30 08:38:00,newsletter,1661,true
100615,Housing sets new agenda,Sports,Sam Rivera,2026-07-01 09:45:00,search,1489,true
100616,Transport sets new agenda,Media,Avery Stone,2026-07-02 10:52:00,social,1395,true
100617,Startups faces fresh scrutiny,Entertainment,Jamie Lee,2026-07-03 11:59:00,newsletter,566,false
100618,Markets sets new agenda,News,Morgan Patel,2026-07-04 12:06:00,search,607,false
100619,Transport finds a wider audience,Culture,Riley Brooks,2026-07-05 13:13:00,social,1666,false
100620,Schools sparks local debate,Business,Taylor Morgan,2026-07-06 14:20:00,newsletter,1397,true
100621,Restaurants finds a wider audience,Sports,Casey Reed,2026-07-07 15:27:00,search,2071,false
100622,Housing sparks local debate,Media,Jordan Quinn,2026-07-08 16:34:00,social,2311,true
100623,Restaurants signals cautious optimism,Entertainment,Sam Rivera,2026-07-09 17:41:00,newsletter,835,false
100624,Markets finds a wider audience,News,Avery Stone,2026-07-10 06:48:00,search,1424,false
100625,Schools draws record interest,Culture,Jamie Lee,2026-07-11 07:55:00,social,576,true
100626,Startups faces fresh scrutiny,Business,Morgan Patel,2026-07-12 08:02:00,newsletter,2110,true
100627,Markets signals cautious optimism,Sports,Riley Brooks,2026-07-13 09:09:00,search,622,false
100628,Schools signals cautious optimism,Media,Taylor Morgan,2026-07-14 10:16:00,social,803,true
100629,Housing draws record interest,Entertainment,Casey Reed,2026-07-15 11:23:00,newsletter,1899,false
100630,Startups sparks local debate,News,Jordan Quinn,2026-06-01 12:30:00,search,1523,true
100631,Schools finds a wider audience,Culture,Sam Rivera,2026-06-02 13:37:00,social,775,false
100632,Markets sets new agenda,Business,Avery Stone,2026-06-03 14:44:00,newsletter,2329,true
100633,Streaming sparks local debate,Sports,Jamie Lee,2026-06-04 15:51:00,search,1287,false
100634,Markets signals cautious optimism,Media,Morgan Patel,2026-06-05 16:58:00,social,1674,true
100635,Housing signals cautious optimism,Entertainment,Riley Brooks,2026-06-06 17:05:00,newsletter,1775,true
100636,Markets faces fresh scrutiny,News,Taylor Morgan,2026-06-07 06:12:00,search,1125,false
100637,Transport finds a wider audience,Culture,Casey Reed,2026-06-08 07:19:00,social,1839,false
100638,Elections sets new agenda,Business,Jordan Quinn,2026-06-09 08:26:00,newsletter,966,true
100639,Restaurants draws record interest,Sports,Sam Rivera,2026-06-10 09:33:00,search,1132,false
100640,Transport finds a wider audience,Media,Avery Stone,2026-06-11 10:40:00,social,1809,true
100641,Football sets new agenda,Entertainment,Jamie Lee,2026-06-12 11:47:00,newsletter,1085,false
100642,Elections draws record interest,News,Morgan Patel,2026-06-13 12:54:00,search,1668,false
100643,Transport sets new agenda,Culture,Riley Brooks,2026-06-14 13:01:00,social,1594,false
100644,Elections signals cautious optimism,Business,Taylor Morgan,2026-06-15 14:08:00,newsletter,2071,true
100645,Markets draws record interest,Sports,Casey Reed,2026-06-16 15:15:00,search,1822,true
100646,Schools faces fresh scrutiny,Media,Jordan Quinn,2026-06-17 16:22:00,social,1773,true
100647,Elections finds a wider audience,Entertainment,Sam Rivera,2026-06-18 17:29:00,newsletter,1191,false
100648,Housing sets new agenda,News,Avery Stone,2026-06-19 06:36:00,search,1082,false
100649,Football draws record interest,Culture,Jamie Lee,2026-06-20 07:43:00,social,1149,false
100650,Startups draws record interest,Business,Morgan Patel,2026-06-21 08:50:00,newsletter,913,true
100651,Football draws record interest,Sports,Riley Brooks,2026-06-22 09:57:00,search,608,false
100652,Streaming faces fresh scrutiny,Media,Taylor Morgan,2026-06-23 10:04:00,social,1489,true
100653,Schools signals cautious optimism,Entertainment,Casey Reed,2026-06-24 11:11:00,newsletter,2259,false
100654,Schools faces fresh scrutiny,News,Jordan Quinn,2026-06-25 12:18:00,search,1805,false
100655,Markets finds a wider audience,Culture,Sam Rivera,2026-06-26 13:25:00,social,718,true
100656,Restaurants sparks local debate,Business,Avery Stone,2026-06-27 14:32:00,newsletter,765,true
100657,Football draws record interest,Sports,Jamie Lee,2026-06-28 15:39:00,search,2152,false
100658,Restaurants draws record interest,Media,Morgan Patel,2026-06-29 16:46:00,social,1926,true
100659,Startups faces fresh scrutiny,Entertainment,Riley Brooks,2026-06-30 17:53:00,newsletter,1291,false
100660,Markets signals cautious optimism,News,Taylor Morgan,2026-07-01 06:00:00,search,1923,true
100661,Theatre sparks local debate,Culture,Casey Reed,2026-07-02 07:07:00,social,1700,false
100662,Streaming signals cautious optimism,Business,Jordan Quinn,2026-07-03 08:14:00,newsletter,2055,true
100663,Startups draws record interest,Sports,Sam Rivera,2026-07-04 09:21:00,search,1543,false
100664,Theatre sets new agenda,Media,Avery Stone,2026-07-05 10:28:00,social,2106,true
100665,Startups draws record interest,Entertainment,Jamie Lee,2026-07-06 11:35:00,newsletter,1203,true
100666,Restaurants sparks local debate,News,Morgan Patel,2026-07-07 12:42:00,search,1395,false
100667,Streaming sparks local debate,Culture,Riley Brooks,2026-07-08 13:49:00,social,1479,false
100668,Schools sparks local debate,Business,Taylor Morgan,2026-07-09 14:56:00,newsletter,781,true
100669,Theatre finds a wider audience,Sports,Casey Reed,2026-07-10 15:03:00,search,733,false
100670,Streaming faces fresh scrutiny,Media,Jordan Quinn,2026-07-11 16:10:00,social,1763,true
100671,Startups sets new agenda,Entertainment,Sam Rivera,2026-07-12 17:17:00,newsletter,1585,false
100672,Transport signals cautious optimism,News,Avery Stone,2026-07-13 06:24:00,search,2182,false
100673,Schools faces fresh scrutiny,Culture,Jamie Lee,2026-07-14 07:31:00,social,1033,false
100674,Transport draws record interest,Business,Morgan Patel,2026-07-15 08:38:00,newsletter,1008,true
100675,Startups finds a wider audience,Sports,Riley Brooks,2026-06-01 09:45:00,search,751,true
100676,Elections faces fresh scrutiny,Media,Taylor Morgan,2026-06-02 10:52:00,social,2388,true
100677,Theatre sparks local debate,Entertainment,Casey Reed,2026-06-03 11:59:00,newsletter,2261,false
100678,Markets faces fresh scrutiny,News,Jordan Quinn,2026-06-04 12:06:00,search,1299,false
100679,Housing sparks local debate,Culture,Sam Rivera,2026-06-05 13:13:00,social,1478,false
100680,Markets draws record interest,Business,Avery Stone,2026-06-06 14:20:00,newsletter,1240,true
100681,Transport sets new agenda,Sports,Jamie Lee,2026-06-07 15:27:00,search,909,false
100682,Housing sets new agenda,Media,Morgan Patel,2026-06-08 16:34:00,social,2356,true
100683,Transport signals cautious optimism,Entertainment,Riley Brooks,2026-06-09 17:41:00,newsletter,1781,false
100684,Markets draws record interest,News,Taylor Morgan,2026-06-10 06:48:00,search,731,false
100685,Housing sets new agenda,Culture,Casey Reed,2026-06-11 07:55:00,social,2328,true
100686,Startups signals cautious optimism,Business,Jordan Quinn,2026-06-12 08:02:00,newsletter,2152,true
100687,Football signals cautious optimism,Sports,Sam Rivera,2026-06-13 09:09:00,search,1410,false
100688,Startups finds a wider audience,Media,Avery Stone,2026-06-14 10:16:00,social,460,true
100689,Transport faces fresh scrutiny,Entertainment,Jamie Lee,2026-06-15 11:23:00,newsletter,974,false
100690,Theatre draws record interest,News,Morgan Patel,2026-06-16 12:30:00,search,1573,true
100691,Restaurants finds a wider audience,Culture,Riley Brooks,2026-06-17 13:37:00,social,1316,false
100692,Transport sets new agenda,Business,Taylor Morgan,2026-06-18 14:44:00,newsletter,936,true
100693,Streaming faces fresh scrutiny,Sports,Casey Reed,2026-06-19 15:51:00,search,547,false
100694,Theatre sparks local debate,Media,Jordan Quinn,2026-06-20 16:58:00,social,1758,true
100695,Restaurants sparks local debate,Entertainment,Sam Rivera,2026-06-21 17:05:00,newsletter,578,true
100696,Transport sparks local debate,News,Avery Stone,2026-06-22 06:12:00,search,1672,false
100697,Schools faces fresh scrutiny,Culture,Jamie Lee,2026-06-23 07:19:00,social,1744,false
100698,Schools finds a wider audience,Business,Morgan Patel,2026-06-24 08:26:00,newsletter,945,true
100699,Football sets new agenda,Sports,Riley Brooks,2026-06-25 09:33:00,search,1329,false
100700,Housing finds a wider audience,Media,Taylor Morgan,2026-06-26 10:40:00,social,1172,true
100701,Theatre finds a wider audience,Entertainment,Casey Reed,2026-06-27 11:47:00,newsletter,1303,false
100702,Football signals cautious optimism,News,Jordan Quinn,2026-06-28 12:54:00,search,1818,false
100703,Transport finds a wider audience,Culture,Sam Rivera,2026-06-29 13:01:00,social,1188,false
100704,Transport finds a wider audience,Business,Avery Stone,2026-06-30 14:08:00,newsletter,1564,true
100705,Schools finds a wider audience,Sports,Jamie Lee,2026-07-01 15:15:00,search,1584,true
100706,Housing sparks local debate,Media,Morgan Patel,2026-07-02 16:22:00,social,2238,true
100707,Startups faces fresh scrutiny,Entertainment,Riley Brooks,2026-07-03 17:29:00,newsletter,1751,false
100708,Elections sets new agenda,News,Taylor Morgan,2026-07-04 06:36:00,search,969,false
100709,Housing sets new agenda,Culture,Casey Reed,2026-07-05 07:43:00,social,2064,false
100710,Transport sets new agenda,Business,Jordan Quinn,2026-07-06 08:50:00,newsletter,943,true
100711,Transport finds a wider audience,Sports,Sam Rivera,2026-07-07 09:57:00,search,1955,false
100712,Markets draws record interest,Media,Avery Stone,2026-07-08 10:04:00,social,540,true
100713,Markets finds a wider audience,Entertainment,Jamie Lee,2026-07-09 11:11:00,newsletter,1143,false
100714,Football signals cautious optimism,News,Morgan Patel,2026-07-10 12:18:00,search,1401,false
100715,Startups signals cautious optimism,Culture,Riley Brooks,2026-07-11 13:25:00,social,823,true
100716,Football faces fresh scrutiny,Business,Taylor Morgan,2026-07-12 14:32:00,newsletter,1916,true
100717,Startups faces fresh scrutiny,Sports,Casey Reed,2026-07-13 15:39:00,search,1050,false
100718,Theatre faces fresh scrutiny,Media,Jordan Quinn,2026-07-14 16:46:00,social,2070,true
100719,Theatre faces fresh scrutiny,Entertainment,Sam Rivera,2026-07-15 17:53:00,newsletter,1096,false
100720,Streaming finds a wider audience,News,Avery Stone,2026-06-01 06:00:00,search,1265,true
100721,Schools sparks local debate,Culture,Jamie Lee,2026-06-02 07:07:00,social,968,false
100722,Housing signals cautious optimism,Business,Morgan Patel,2026-06-03 08:14:00,newsletter,841,true
100723,Streaming sets new agenda,Sports,Riley Brooks,2026-06-04 09:21:00,search,2215,false
100724,Housing signals cautious optimism,Media,Taylor Morgan,2026-06-05 10:28:00,social,1129,true
100725,Streaming faces fresh scrutiny,Entertainment,Casey Reed,2026-06-06 11:35:00,newsletter,2087,true
100726,Markets sparks local debate,News,Jordan Quinn,2026-06-07 12:42:00,search,2271,false
100727,Elections signals cautious optimism,Culture,Sam Rivera,2026-06-08 13:49:00,social,1350,false
100728,Elections sets new agenda,Business,Avery Stone,2026-06-09 14:56:00,newsletter,832,true
100729,Startups signals cautious optimism,Sports,Jamie Lee,2026-06-10 15:03:00,search,1468,false
100730,Markets finds a wider audience,Media,Morgan Patel,2026-06-11 16:10:00,social,996,true
100731,Transport signals cautious optimism,Entertainment,Riley Brooks,2026-06-12 17:17:00,newsletter,1319,false
100732,Transport sparks local debate,News,Taylor Morgan,2026-06-13 06:24:00,search,1683,false
100733,Football finds a wider audience,Culture,Casey Reed,2026-06-14 07:31:00,social,1051,false
100734,Markets faces fresh scrutiny,Business,Jordan Quinn,2026-06-15 08:38:00,newsletter,613,true
100735,Markets signals cautious optimism,Sports,Sam Rivera,2026-06-16 09:45:00,search,1055,true
100736,Streaming sparks local debate,Media,Avery Stone,2026-06-17 10:52:00,social,1684,true
100737,Elections draws record interest,Entertainment,Jamie Lee,2026-06-18 11:59:00,newsletter,1862,false
100738,Startups sets new agenda,News,Morgan Patel,2026-06-19 12:06:00,search,1365,false
100739,Housing signals cautious optimism,Culture,Riley Brooks,2026-06-20 13:13:00,social,2231,false
100740,Markets finds a wider audience,Business,Taylor Morgan,2026-06-21 14:20:00,newsletter,1340,true
100741,Streaming signals cautious optimism,Sports,Casey Reed,2026-06-22 15:27:00,search,2070,false
100742,Housing faces fresh scrutiny,Media,Jordan Quinn,2026-06-23 16:34:00,social,1824,true
100743,Elections sets new agenda,Entertainment,Sam Rivera,2026-06-24 17:41:00,newsletter,1500,false
100744,Football faces fresh scrutiny,News,Avery Stone,2026-06-25 06:48:00,search,742,false
100745,Restaurants signals cautious optimism,Culture,Jamie Lee,2026-06-26 07:55:00,social,2050,true
100746,Startups faces fresh scrutiny,Business,Morgan Patel,2026-06-27 08:02:00,newsletter,708,true
100747,Transport draws record interest,Sports,Riley Brooks,2026-06-28 09:09:00,search,2044,false
100748,Markets sets new agenda,Media,Taylor Morgan,2026-06-29 10:16:00,social,1234,true
100749,Restaurants faces fresh scrutiny,Entertainment,Casey Reed,2026-06-30 11:23:00,newsletter,1689,false
100750,Football signals cautious optimism,News,Jordan Quinn,2026-07-01 12:30:00,search,1371,true
100751,Markets sets new agenda,Culture,Sam Rivera,2026-07-02 13:37:00,social,1359,false
100752,Transport finds a wider audience,Business,Avery Stone,2026-07-03 14:44:00,newsletter,731,true
100753,Schools sets new agenda,Sports,Jamie Lee,2026-07-04 15:51:00,search,1265,false
100754,Markets signals cautious optimism,Media,Morgan Patel,2026-07-05 16:58:00,social,1020,true
100755,Theatre faces fresh scrutiny,Entertainment,Riley Brooks,2026-07-06 17:05:00,newsletter,503,true
100756,Football sparks local debate,News,Taylor Morgan,2026-07-07 06:12:00,search,1510,false
100757,Elections finds a wider audience,Culture,Casey Reed,2026-07-08 07:19:00,social,691,false
100758,Streaming sets new agenda,Business,Jordan Quinn,2026-07-09 08:26:00,newsletter,1891,true
100759,Startups draws record interest,Sports,Sam Rivera,2026-07-10 09:33:00,search,1703,false
100760,Streaming signals cautious optimism,Media,Avery Stone,2026-07-11 10:40:00,social,2326,true
100761,Startups draws record interest,Entertainment,Jamie Lee,2026-07-12 11:47:00,newsletter,701,false
100762,Football faces fresh scrutiny,News,Morgan Patel,2026-07-13 12:54:00,search,1375,false
100763,Football signals cautious optimism,Culture,Riley Brooks,2026-07-14 13:01:00,social,1361,false
100764,Transport signals cautious optimism,Business,Taylor Morgan,2026-07-15 14:08:00,newsletter,2181,true
100765,Markets signals cautious optimism,Sports,Casey Reed,2026-06-01 15:15:00,search,1161,true
100766,Transport finds a wider audience,Media,Jordan Quinn,2026-06-02 16:22:00,social,1560,true
100767,Streaming sets new agenda,Entertainment,Sam Rivera,2026-06-03 17:29:00,newsletter,2193,false
100768,Football signals cautious optimism,News,Avery Stone,2026-06-04 06:36:00,search,1903,false
100769,Football sets new agenda,Culture,Jamie Lee,2026-06-05 07:43:00,social,1491,false
100770,Theatre faces fresh scrutiny,Business,Morgan Patel,2026-06-06 08:50:00,newsletter,861,true
100771,Football draws record interest,Sports,Riley Brooks,2026-06-07 09:57:00,search,2068,false
100772,Startups faces fresh scrutiny,Media,Taylor Morgan,2026-06-08 10:04:00,social,1189,true
100773,Schools finds a wider audience,Entertainment,Casey Reed,2026-06-09 11:11:00,newsletter,1205,false
100774,Startups finds a wider audience,News,Jordan Quinn,2026-06-10 12:18:00,search,715,false
100775,Restaurants faces fresh scrutiny,Culture,Sam Rivera,2026-06-11 13:25:00,social,584,true
100776,Streaming sparks local debate,Business,Avery Stone,2026-06-12 14:32:00,newsletter,1918,true
100777,Startups finds a wider audience,Sports,Jamie Lee,2026-06-13 15:39:00,search,1291,false
100778,Elections finds a wider audience,Media,Morgan Patel,2026-06-14 16:46:00,social,601,true
100779,Football sets new agenda,Entertainment,Riley Brooks,2026-06-15 17:53:00,newsletter,1765,false
100780,Transport sparks local debate,News,Taylor Morgan,2026-06-16 06:00:00,search,1404,true
100781,Schools sets new agenda,Culture,Casey Reed,2026-06-17 07:07:00,social,712,false
100782,Schools signals cautious optimism,Business,Jordan Quinn,2026-06-18 08:14:00,newsletter,1653,true
100783,Football draws record interest,Sports,Sam Rivera,2026-06-19 09:21:00,search,1336,false
100784,Schools faces fresh scrutiny,Media,Avery Stone,2026-06-20 10:28:00,social,2152,true
100785,Transport finds a wider audience,Entertainment,Jamie Lee,2026-06-21 11:35:00,newsletter,763,true
100786,Streaming draws record interest,News,Morgan Patel,2026-06-22 12:42:00,search,781,false
100787,Markets signals cautious optimism,Culture,Riley Brooks,2026-06-23 13:49:00,social,911,false
100788,Markets finds a wider audience,Business,Taylor Morgan,2026-06-24 14:56:00,newsletter,2282,true
100789,Streaming faces fresh scrutiny,Sports,Casey Reed,2026-06-25 15:03:00,search,963,false
100790,Theatre signals cautious optimism,Media,Jordan Quinn,2026-06-26 16:10:00,social,1578,true
100791,Streaming draws record interest,Entertainment,Sam Rivera,2026-06-27 17:17:00,newsletter,1730,false
100792,Streaming finds a wider audience,News,Avery Stone,2026-06-28 06:24:00,search,1542,false
100793,Transport finds a wider audience,Culture,Jamie Lee,2026-06-29 07:31:00,social,1762,false
100794,Football finds a wider audience,Business,Morgan Patel,2026-06-30 08:38:00,newsletter,2378,true
100795,Restaurants draws record interest,Sports,Riley Brooks,2026-07-01 09:45:00,search,800,true
100796,Restaurants signals cautious optimism,Media,Taylor Morgan,2026-07-02 10:52:00,social,2297,true
100797,Restaurants sets new agenda,Entertainment,Casey Reed,2026-07-03 11:59:00,newsletter,2175,false
100798,Restaurants faces fresh scrutiny,News,Jordan Quinn,2026-07-04 12:06:00,search,2140,false
100799,Housing faces fresh scrutiny,Culture,Sam Rivera,2026-07-05 13:13:00,social,543,false
100800,Restaurants sets new agenda,Business,Avery Stone,2026-07-06 14:20:00,newsletter,1783,true
100801,Theatre finds a wider audience,Sports,Jamie Lee,2026-07-07 15:27:00,search,1303,false
100802,Restaurants signals cautious optimism,Media,Morgan Patel,2026-07-08 16:34:00,social,512,true
100803,Startups signals cautious optimism,Entertainment,Riley Brooks,2026-07-09 17:41:00,newsletter,1567,false
100804,Streaming signals cautious optimism,News,Taylor Morgan,2026-07-10 06:48:00,search,1068,false
100805,Startups draws record interest,Culture,Casey Reed,2026-07-11 07:55:00,social,2098,true
100806,Elections sets new agenda,Business,Jordan Quinn,2026-07-12 08:02:00,newsletter,1378,true
100807,Transport signals cautious optimism,Sports,Sam Rivera,2026-07-13 09:09:00,search,572,false
100808,Football sparks local debate,Media,Avery Stone,2026-07-14 10:16:00,social,1301,true
100809,Startups sparks local debate,Entertainment,Jamie Lee,2026-07-15 11:23:00,newsletter,867,false
100810,Markets finds a wider audience,News,Morgan Patel,2026-06-01 12:30:00,search,744,true
100811,Markets signals cautious optimism,Culture,Riley Brooks,2026-06-02 13:37:00,social,1103,false
100812,Markets sparks local debate,Business,Taylor Morgan,2026-06-03 14:44:00,newsletter,717,true
100813,Markets finds a wider audience,Sports,Casey Reed,2026-06-04 15:51:00,search,1600,false
100814,Transport sets new agenda,Media,Jordan Quinn,2026-06-05 16:58:00,social,945,true
100815,Startups faces fresh scrutiny,Entertainment,Sam Rivera,2026-06-06 17:05:00,newsletter,997,true
100816,Startups draws record interest,News,Avery Stone,2026-06-07 06:12:00,search,738,false
100817,Transport faces fresh scrutiny,Culture,Jamie Lee,2026-06-08 07:19:00,social,1044,false
100818,Elections finds a wider audience,Business,Morgan Patel,2026-06-09 08:26:00,newsletter,1306,true
100819,Theatre draws record interest,Sports,Riley Brooks,2026-06-10 09:33:00,search,2116,false
100820,Markets finds a wider audience,Media,Taylor Morgan,2026-06-11 10:40:00,social,1926,true
100821,Markets draws record interest,Entertainment,Casey Reed,2026-06-12 11:47:00,newsletter,2012,false
100822,Football sparks local debate,News,Jordan Quinn,2026-06-13 12:54:00,search,1504,false
100823,Startups sparks local debate,Culture,Sam Rivera,2026-06-14 13:01:00,social,2250,false
100824,Streaming sparks local debate,Business,Avery Stone,2026-06-15 14:08:00,newsletter,497,true
100825,Transport sparks local debate,Sports,Jamie Lee,2026-06-16 15:15:00,search,1485,true
100826,Startups draws record interest,Media,Morgan Patel,2026-06-17 16:22:00,social,890,true
100827,Restaurants sets new agenda,Entertainment,Riley Brooks,2026-06-18 17:29:00,newsletter,549,false
100828,Housing sets new agenda,News,Taylor Morgan,2026-06-19 06:36:00,search,1463,false
100829,Restaurants signals cautious optimism,Culture,Casey Reed,2026-06-20 07:43:00,social,1827,false
100830,Startups sets new agenda,Business,Jordan Quinn,2026-06-21 08:50:00,newsletter,1549,true
100831,Housing faces fresh scrutiny,Sports,Sam Rivera,2026-06-22 09:57:00,search,1332,false
100832,Football sets new agenda,Media,Avery Stone,2026-06-23 10:04:00,social,1939,true
100833,Markets sparks local debate,Entertainment,Jamie Lee,2026-06-24 11:11:00,newsletter,1199,false
100834,Housing sparks local debate,News,Morgan Patel,2026-06-25 12:18:00,search,554,false
100835,Restaurants finds a wider audience,Culture,Riley Brooks,2026-06-26 13:25:00,social,848,true
100836,Markets finds a wider audience,Business,Taylor Morgan,2026-06-27 14:32:00,newsletter,1041,true
100837,Transport sparks local debate,Sports,Casey Reed,2026-06-28 15:39:00,search,1482,false
100838,Startups finds a wider audience,Media,Jordan Quinn,2026-06-29 16:46:00,social,1022,true
100839,Restaurants signals cautious optimism,Entertainment,Sam Rivera,2026-06-30 17:53:00,newsletter,1701,false
100840,Transport draws record interest,News,Avery Stone,2026-07-01 06:00:00,search,648,true
100841,Elections sets new agenda,Culture,Jamie Lee,2026-07-02 07:07:00,social,2077,false
100842,Markets finds a wider audience,Business,Morgan Patel,2026-07-03 08:14:00,newsletter,2372,true
100843,Markets draws record interest,Sports,Riley Brooks,2026-07-04 09:21:00,search,857,false
100844,Restaurants finds a wider audience,Media,Taylor Morgan,2026-07-05 10:28:00,social,1272,true
100845,Schools faces fresh scrutiny,Entertainment,Casey Reed,2026-07-06 11:35:00,newsletter,542,true
100846,Housing draws record interest,News,Jordan Quinn,2026-07-07 12:42:00,search,1911,false
100847,Markets sparks local debate,Culture,Sam Rivera,2026-07-08 13:49:00,social,1513,false
100848,Startups draws record interest,Business,Avery Stone,2026-07-09 14:56:00,newsletter,1691,true
100849,Schools draws record interest,Sports,Jamie Lee,2026-07-10 15:03:00,search,1121,false
100850,Restaurants sets new agenda,Media,Morgan Patel,2026-07-11 16:10:00,social,782,true
100851,Elections finds a wider audience,Entertainment,Riley Brooks,2026-07-12 17:17:00,newsletter,1964,false
100852,Streaming finds a wider audience,News,Taylor Morgan,2026-07-13 06:24:00,search,1138,false
100853,Schools finds a wider audience,Culture,Casey Reed,2026-07-14 07:31:00,social,1540,false
100854,Startups signals cautious optimism,Business,Jordan Quinn,2026-07-15 08:38:00,newsletter,1602,true
100855,Streaming sparks local debate,Sports,Sam Rivera,2026-06-01 09:45:00,search,2120,true
100856,Housing sets new agenda,Media,Avery Stone,2026-06-02 10:52:00,social,1128,true
100857,Transport sparks local debate,Entertainment,Jamie Lee,2026-06-03 11:59:00,newsletter,1645,false
100858,Streaming signals cautious optimism,News,Morgan Patel,2026-06-04 12:06:00,search,2236,false
100859,Housing finds a wider audience,Culture,Riley Brooks,2026-06-05 13:13:00,social,1421,false
100860,Streaming signals cautious optimism,Business,Taylor Morgan,2026-06-06 14:20:00,newsletter,2053,true
100861,Restaurants finds a wider audience,Sports,Casey Reed,2026-06-07 15:27:00,search,916,false
100862,Housing finds a wider audience,Media,Jordan Quinn,2026-06-08 16:34:00,social,1433,true
100863,Football finds a wider audience,Entertainment,Sam Rivera,2026-06-09 17:41:00,newsletter,1738,false
100864,Restaurants sparks local debate,News,Avery Stone,2026-06-10 06:48:00,search,752,false
100865,Theatre faces fresh scrutiny,Culture,Jamie Lee,2026-06-11 07:55:00,social,1622,true
100866,Transport draws record interest,Business,Morgan Patel,2026-06-12 08:02:00,newsletter,488,true
100867,Startups sets new agenda,Sports,Riley Brooks,2026-06-13 09:09:00,search,1307,false
100868,Football sparks local debate,Media,Taylor Morgan,2026-06-14 10:16:00,social,1864,true
100869,Theatre sparks local debate,Entertainment,Casey Reed,2026-06-15 11:23:00,newsletter,1477,false
100870,Restaurants sparks local debate,News,Jordan Quinn,2026-06-16 12:30:00,search,2237,true
100871,Housing signals cautious optimism,Culture,Sam Rivera,2026-06-17 13:37:00,social,732,false
100872,Schools draws record interest,Business,Avery Stone,2026-06-18 14:44:00,newsletter,1598,true
100873,Markets signals cautious optimism,Sports,Jamie Lee,2026-06-19 15:51:00,search,1429,false
100874,Schools sparks local debate,Media,Morgan Patel,2026-06-20 16:58:00,social,1092,true
100875,Football sparks local debate,Entertainment,Riley Brooks,2026-06-21 17:05:00,newsletter,2318,true
100876,Schools sets new agenda,News,Taylor Morgan,2026-06-22 06:12:00,search,1568,false
100877,Markets signals cautious optimism,Culture,Casey Reed,2026-06-23 07:19:00,social,2031,false
100878,Streaming finds a wider audience,Business,Jordan Quinn,2026-06-24 08:26:00,newsletter,1441,true
100879,Theatre draws record interest,Sports,Sam Rivera,2026-06-25 09:33:00,search,1021,false
100880,Schools sets new agenda,Media,Avery Stone,2026-06-26 10:40:00,social,910,true
100881,Streaming sets new agenda,Entertainment,Jamie Lee,2026-06-27 11:47:00,newsletter,1893,false
100882,Theatre signals cautious optimism,News,Morgan Patel,2026-06-28 12:54:00,search,1893,false
100883,Startups sets new agenda,Culture,Riley Brooks,2026-06-29 13:01:00,social,1432,false
100884,Markets finds a wider audience,Business,Taylor Morgan,2026-06-30 14:08:00,newsletter,2362,true
100885,Streaming sets new agenda,Sports,Casey Reed,2026-07-01 15:15:00,search,699,true
100886,Restaurants signals cautious optimism,Media,Jordan Quinn,2026-07-02 16:22:00,social,1562,true
100887,Elections sparks local debate,Entertainment,Sam Rivera,2026-07-03 17:29:00,newsletter,2126,false
100888,Markets draws record interest,News,Avery Stone,2026-07-04 06:36:00,search,1044,false
100889,Housing sets new agenda,Culture,Jamie Lee,2026-07-05 07:43:00,social,1912,false
100890,Transport sets new agenda,Business,Morgan Patel,2026-07-06 08:50:00,newsletter,2342,true
